11807,San Francisco,CA,125,16
11808,Brooklyn,NY,79,6
11809,Honolulu,HI,93,14
11810,Nashville,TN,48,4
11811,Queens,NY,99,9
11812,Ann Arbor,MI,104,4
11813,Los Angeles,CA,275,1
11814,New York,NY,225,29
11815,San Francisco,CA,70,3
11816,New York,NY,950,0
11817,Austin,TX,150,2
11818,Austin,TX,200,5
11819,Charlotte,NC,400,0
11820,Denver,CO,45,58
11821,Washington,DC,299,3
11822,Los Angeles,CA,142,0
11823,Los Angeles,CA,142,1
11824,New Orleans,LA,80,4
11825,Los Angeles,CA,169,12
11826,New Orleans,LA,130,17
11827,West Hollywood,CA,85,15
11828,Long Island City,NY,85,10
11829,Seattle,WA,125,9
11830,San Francisco,CA,200,2
11831,Brooklyn,NY,45,38
11832,San Diego,CA,164,3
11833,Washington,DC,125,8
11834,New York,NY,69,31
11835,New York,NY,200,0
11836,Chicago,IL,70,15
11837,Davenport,FL,95,0
11838,Queens,NY,150,7
11839,Austin,TX,270,3
11840,Brooklyn,NY,150,0
11841,New York,NY,165,17
11842,New York,NY,150,4
11843,Los Angeles,CA,185,3
11844,Indianapolis,IN,190,0
11845,New York,NY,200,27
11846,San Francisco,CA,120,6
11847,Los Angeles,CA,395,3
11848,New Orleans,LA,50,25
11849,New York,NY,250,3
11850,New York,NY,200,2
11851,Los Angeles,CA,55,12
11852,Oakland,CA,89,1
11853,New York,NY,180,2
11854,Austin,TX,300,0
11855,San Diego,CA,130,4
11856,Portland,OR,75,2
11857,Seattle,WA,100,9
11858,Jersey City,NJ,85,24
11859,Richmond,CA,75,24
11860,New York,NY,150,0
11861,Denver,CO,50,1
11862,Washington,DC,175,1
11863,Cincinnati,OH,180,0
11864,Nashville,TN,80,99
11865,New York,NY,199,3
11866,Brooklyn,NY,1700,0
11867,Brooklyn,NY,74,0
11868,Austin,TX,250,0
11869,Kissimmee,FL,75,9
11870,Chicago,IL,77,38
11871,Los Angeles,CA,90,8
11872,Washington,DC,280,2
11873,Seattle,WA,169,3
11874,Brooklyn,NY,90,5
11875,Austin,TX,290,15
11876,Los Angeles,CA,88,18
11877,Charlotte,NC,1000,0
11878,Los Angeles,CA,38,20
11879,Seattle,WA,275,20
11880,Nashville,TN,65,19
11881,Chicago,IL,165,3
11882,New York,NY,150,1
11883,Brooklyn,NY,140,0
11884,Boulder,CO,68,10
11885,Boulder,CO,69,32
11886,Mountain View,CA,85,0
11887,Brooklyn,NY,162,23
11888,Portland,OR,60,1
11889,Nashville,TN,125,67
11890,New York,NY,115,9
11891,Brooklyn,NY,65,0
11892,San Diego,CA,125,3
11893,San Diego,CA,95,5
11894,Brooklyn,NY,110,4
11895,Pittsburgh,PA,65,13
11896,Boston,MA,175,5
11897,Los Angeles,CA,70,34
11898,Los Angeles,CA,127,0
11899,Malibu,CA,150,3
11900,Brooklyn,NY,87,10
11901,Somerville,MA,85,13
11902,Orlando,FL,135,9
11903,San Francisco,CA,99,41
11904,Sonoma,CA,145,5
11905,New York,NY,198,7
11906,Austin,TX,140,5
11907,Portland,OR,95,7
11908,Miami Beach,FL,140,5
11909,Austin,TX,150,6
11910,New York,NY,250,0
11911,Miami Beach,FL,200,2
11912,Miami Beach,FL,200,8
11913,Brooklyn,NY,95,1
11914,San Diego,CA,60,12
11915,Seattle,WA,85,14
11916,San Francisco,CA,95,40
11917,Brooklyn,NY,140,17
11918,Miami Beach,FL,250,5
11919,Palo Alto,CA,450,0
11920,Brooklyn,NY,115,21
11921,San Francisco,CA,130,5
11922,Anchorage,AK,150,0
11923,New York,NY,120,2
11924,San Francisco,CA,375,0
11925,Salt Lake City,UT,250,1
11926,San Diego,CA,50,4
11927,Queens,NY,85,34
11928,Sonoma,CA,175,2
11929,Long Beach,CA,125,2
11930,Berkeley,CA,60,7
11931,San Francisco,CA,120,1
11932,Los Angeles,CA,175,27
11933,Brooklyn,NY,98,5
11934,New York,NY,170,43
11935,Louisville,KY,700,0
11936,Brooklyn,NY,70,15
11937,New York,NY,275,0
11938,Brooklyn,NY,86,0
11939,Queens,NY,140,18
11940,Miami Beach,FL,595,0
11941,Brooklyn,NY,120,5
11942,New York,NY,199,9
11943,Austin,TX,250,3
11944,New York,NY,990,7
11945,Brooklyn,NY,150,9
11946,Brooklyn,NY,120,14
11947,New York,NY,49,9
11948,Hollywood,FL,37,0
11949,Los Angeles,CA,155,0
11950,San Francisco,CA,125,8
11951,Brooklyn,NY,49,19
11952,Los Angeles,CA,290,13
11953,Washington,DC,200,1
11954,Boulder,CO,195,20
11955,Los Angeles,CA,110,0
11956,Charlotte,NC,1500,0
11957,Washington,DC,220,2
11958,Tucson,AZ,80,0
11959,Chicago,IL,159,3
11960,New York,NY,140,3
11961,Queens,NY,175,2
11962,Long Beach,CA,125,10
11963,Salt Lake City,UT,129,7
11964,Los Angeles,CA,90,1
11965,New York,NY,225,33
11966,Miami Beach,FL,399,17
11967,New York,NY,110,6
11968,San Diego,CA,109,37
11969,Brooklyn,NY,75,3
11970,New York,NY,169,3
11971,Durham,NC,99,1
11972,San Francisco,CA,130,2
11973,Arlington,VA,150,4
11974,New Orleans,LA,250,15
11975,Austin,TX,120,3
11976,San Diego,CA,95,32
11977,New York,NY,129,12
11978,Brooklyn,NY,138,18
11979,Washington,DC,150,11
11980,Miami Beach,FL,85,15
11981,Miami Beach,FL,550,0
11982,Brooklyn,NY,139,10
11983,Queens,NY,69,27
11984,New York,NY,120,44
11985,Los Angeles,CA,80,7
11986,Austin,TX,74,8
11987,Madison,TN,40,7
11988,Carmel,CA,350,1
11989,San Francisco,CA,250,1
11990,Santa Monica,CA,110,6
11991,Houston,TX,109,7
11992,New York,NY,120,9
11993,Brooklyn,NY,175,6
11994,Portland,OR,79,25
11995,San Francisco,CA,175,8
11996,San Francisco,CA,260,2
11997,Washington,DC,95,2
11998,Los Angeles,CA,105,16
11999,New York,NY,250,0
12000,Honolulu,HI,88,12
12001,Richmond,VA,150,0
12002,Los Angeles,CA,189,0
12003,Los Angeles,CA,139,0
12004,Fort Lauderdale,FL,85,31
12005,New York,NY,245,3
12006,Brooklyn,NY,130,23
12007,Los Angeles,CA,329,8
12008,Raleigh,NC,95,0
12009,New York,NY,84,0
12010,Marina Del Rey,CA,85,1
12011,West Hollywood,CA,160,3
12012,Oakland,CA,58,6
12013,Portland,OR,89,6
12014,San Diego,CA,80,9
12015,Seattle,WA,95,2
12016,Venice,CA,130,16
12017,New York,NY,150,13
12018,Marina Del Rey,CA,75,0
12019,Chicago,IL,260,23
12020,San Francisco,CA,60,0
12021,Washington,DC,95,0
12022,Brooklyn,NY,200,1
12023,Minneapolis,MN,299,0
12024,New York,NY,54,0
12025,New York,NY,249,2
12026,Brooklyn,NY,325,4
12027,San Francisco,CA,129,40
12028,New York,NY,199,1
12029,Los Angeles,CA,210,1
12030,Brooklyn,NY,100,27
12031,New York,NY,55,1
12032,New York,NY,249,3
12033,New York,NY,100,0
12034,New York,NY,249,3
12035,Brooklyn,NY,100,0
12036,Washington,DC,80,13
12037,New York,NY,249,2
12038,Pasadena,CA,110,10
12039,Boston,MA,99,92
12040,Glendale,CA,80,2
12041,Washington,DC,87,28
12042,Santa Rosa,CA,60,32
12043,Charlotte,NC,1500,0
12044,West Hollywood,CA,160,5
12045,New York,NY,135,9
12046,Brooklyn,NY,250,2
12047,Brooklyn,NY,150,0
12048,Brooklyn,NY,100,4
12049,Brooklyn,NY,100,1
12050,Brooklyn,NY,125,4
12051,Washington,DC,275,3
12052,Boulder,CO,67,3
12053,Brooklyn,NY,131,10
12054,San Francisco,CA,123,8
12055,Denver,CO,100,0
12056,New Orleans,LA,500,1
12057,Boulder,CO,90,0
12058,New York,NY,250,15
12059,Colorado Springs,CO,495,1
12060,New York,NY,145,8
12061,Sonoma,CA,225,6
12062,Los Angeles,CA,80,2
12063,Denver,CO,200,5
12064,New York,NY,130,20
12065,Washington,DC,99,0
12066,New Orleans,LA,100,30
12067,Brooklyn,NY,140,3
12068,Boston,MA,128,0
12069,New York,NY,175,0
12070,Brooklyn,NY,120,4
12071,New York,NY,79,15
12072,Atlanta,GA,295,8
12073,New Orleans,LA,350,8
12074,Los Angeles,CA,110,12
12075,New York,NY,150,0
12076,Brooklyn,NY,131,20
12077,New York,NY,250,0
12078,San Diego,CA,80,9
12079,Brooklyn,NY,129,9
12080,Boulder,CO,275,0
12081,San Francisco,CA,180,0
12082,Newport Beach,CA,120,0
12083,Los Angeles,CA,250,3
12084,Washington,DC,99,40
12085,New York,NY,95,14
12086,Brooklyn,NY,52,17
12087,New York,NY,130,17
12088,San Francisco,CA,75,5
12089,Washington,DC,90,5
12090,Chicago,IL,69,41
12091,Fort Lauderdale,FL,115,7
12092,San Francisco,CA,168,16
12093,Queens,NY,123,4
12094,Tucson,AZ,55,5
12095,Tucson,AZ,228,0
12096,New York,NY,150,3
12097,Incline Village,NV,200,3
12098,Los Angeles,CA,100,13
12099,San Francisco,CA,100,8
12100,Miami Beach,FL,125,20
12101,San Francisco,CA,105,7
12102,Austin,TX,190,1
12103,Miami,FL,85,1
12104,Las Vegas,NV,118,0
12105,Queens,NY,69,4
12106,New York,NY,150,0
12107,Atlanta,GA,225,1
12108,New Haven,CT,99,2
12109,San Francisco,CA,75,6
12110,San Francisco,CA,300,0
12111,New York,NY,190,4
12112,Miami Beach,FL,450,0
12113,Brooklyn,NY,350,0
12114,Truckee,NV,110,0
12115,Philadelphia,PA,70,39
12116,Atlanta,GA,46,3
12117,Brooklyn,NY,195,3
12118,Sonoma,CA,100,32
12119,Los Angeles,CA,124,16
12120,Los Angeles,CA,400,0
12121,Sunny Isles Beach,FL,125,3
12122,Las Vegas,NV,148,5
12123,Los Angeles,CA,125,3
12124,San Francisco,CA,175,3
12125,Santa Monica,CA,121,2
12126,San Francisco,CA,135,22
12127,Brooklyn,NY,150,20
12128,New York,NY,185,2
12129,Portland,OR,50,3
12130,Brooklyn,NY,190,5
12131,Miami Beach,FL,150,3
12132,Miami Beach,FL,175,3
12133,Denver,CO,50,99
12134,New York,NY,150,7
12135,Los Angeles,CA,43,1
12136,Los Angeles,CA,105,2
12137,Los Angeles,CA,195,2
12138,Chicago,IL,45,0
12139,New York,NY,48,11
12140,Dallas,TX,60,3
12141,Boulder,CO,96,1
12142,New York,NY,170,4
12143,Savannah,GA,65,14
12144,Chicago,IL,50,0
12145,Sebastopol,CA,115,2
12146,Boulder,CO,370,1
12147,New Orleans,LA,346,4
12148,Bronx,NY,140,0
12149,Eugene,OR,75,68
12150,New York,NY,99,13
12151,Long Beach,CA,100,2
12152,New York,NY,179,20
12153,New York,NY,230,1
12154,Berkeley,CA,70,9
12155,Miami Beach,FL,200,5
12156,New York,NY,67,34
12157,Austin,TX,100,6
12158,New York,NY,69,24
12159,Ann Arbor,MI,60,0
12160,San Francisco,CA,299,0
12161,Brooklyn,NY,69,27
12162,Washington,DC,1200,0
12163,New York,NY,250,0
12164,New York,NY,185,14
12165,New York,NY,140,0
12166,Sausalito,CA,250,0
12167,Seattle,WA,60,29
12168,Brooklyn,NY,94,0
12169,New York,NY,125,31
12170,New York,NY,150,4
12171,Miami Beach,FL,259,5
12172,Miami Beach,FL,125,2
12173,Washington,DC,175,4
12174,San Francisco,CA,215,2
12175,New York,NY,169,31
12176,San Francisco,CA,159,4
12177,Washington,DC,88,0
12178,San Francisco,CA,225,15
12179,Miami Beach,FL,219,3
12180,New York,NY,250,8
12181,Miami Beach,FL,249,4
12182,Miami Beach,FL,349,0
12183,Sebastopol,CA,115,1
12184,Seattle,WA,69,35
12185,Brooklyn,NY,130,8
12186,New York,NY,60,0
12187,New York,NY,170,0
12188,San Francisco,CA,69,11
12189,Portland,OR,149,8
12190,Brooklyn,NY,120,9
12191,New York,NY,190,5
12192,San Francisco,CA,132,6
12193,Brooklyn,NY,129,16
12194,Queens,NY,49,40
12195,Miami Beach,FL,60,21
12196,Eugene,OR,215,3
12197,New Orleans,LA,100,3
12198,Queens,NY,140,3
12199,San Francisco,CA,125,1
12200,Austin,TX,265,7
12201,Boston,MA,235,18
12202,West Hollywood,CA,90,1
12203,Austin,TX,69,9
12204,Austin,TX,287,6
12205,San Francisco,CA,110,13
12206,Las Vegas,NV,120,0
12207,Philadelphia,PA,105,2
12208,Raleigh,NC,40,12
12209,New York,NY,249,15
12210,Seattle,WA,48,41
12211,Honolulu,HI,140,6
12212,New York,NY,300,6
12213,San Diego,CA,1500,0
12214,Brooklyn,NY,160,25
12215,San Francisco,CA,195,0
12216,Seattle,WA,37,24
12217,Seattle,WA,90,14
12218,Chicago,IL,80,9
12219,Los Angeles,CA,55,21
12220,New Orleans,LA,115,35
12221,San Francisco,CA,185,4
12222,Brooklyn,NY,145,5
12223,Seattle,WA,100,0
12224,Los Angeles,CA,150,0
12225,New York,NY,200,1
12226,New York,NY,159,13
12227,Los Angeles,CA,103,6
12228,New York,NY,200,0
12229,Brooklyn,NY,135,17
12230,Brooklyn,NY,90,15
12231,Chicago,IL,139,0
12232,Brooklyn,NY,139,0
12233,San Francisco,CA,100,18
12234,Seattle,WA,48,26
12235,Washington,DC,90,0
12236,Las Vegas,NV,69,19
12237,Austin,TX,600,1
12238,Houston,TX,45,18
12239,Washington,DC,60,8
12240,San Francisco,CA,190,1
12241,Brooklyn,NY,97,10
12242,Brooklyn,NY,149,22
12243,San Diego,CA,225,10
12244,Charleston,SC,200,0
12245,Washington,DC,185,5
12246,Portland,OR,95,27
12247,Brooklyn,NY,140,9
12248,Chicago,IL,179,34
12249,Brooklyn,NY,190,2
12250,Brooklyn,NY,100,20
12251,Seattle,WA,59,21
12252,Tampa,FL,250,1
12253,New York,NY,95,47
12254,New York,NY,200,1
12255,Queens,NY,80,0
12256,Brooklyn,NY,200,10
12257,Fort Lauderdale,FL,58,13
12258,San Francisco,CA,183,7
12259,Brooklyn,NY,300,0
12260,Queens,NY,100,5
12261,Durham,NC,109,2
12262,Brooklyn,NY,140,19
12263,Charleston,SC,130,0
12264,New York,NY,175,8
12265,San Diego,CA,365,1
12266,Hollywood,FL,65,4
12267,Santa Monica,CA,149,2
12268,New York,NY,125,25
12269,Austin,TX,245,2
12270,New Orleans,LA,125,3
12271,Malibu,CA,575,0
12272,New York,NY,78,8
12273,Anchorage,AK,125,0
12274,Napa,CA,110,23
12275,San Francisco,CA,185,2
12276,San Francisco,CA,180,10
12277,Seattle,WA,195,9
12278,Los Angeles,CA,95,41
12279,Sebastopol,CA,115,0
12280,Brooklyn,NY,225,2
12281,New York,NY,89,2
12282,New York,NY,140,3
12283,Seattle,WA,100,11
12284,San Francisco,CA,175,1
12285,Portland,OR,135,10
12286,San Diego,CA,60,25
12287,New York,NY,199,49
12288,Chicago,IL,175,3
12289,San Francisco,CA,249,25
12290,Richmond,CA,90,10
12291,Oakland,CA,70,1
12292,Los Angeles,CA,38,1
12293,Los Angeles,CA,165,0
12294,Austin,TX,300,4
12295,Miami Beach,FL,180,1
12296,Washington,DC,296,1
12297,Miami,FL,50,7
12298,Las Vegas,NV,85,0
12299,New York,NY,599,0
12300,Washington,DC,108,15
12301,Miami Beach,FL,1000,0
12302,Boston,MA,60,78
12303,Seattle,WA,120,9
12304,New York,NY,160,4
12305,Seattle,WA,57,20
12306,Seattle,WA,120,32
12307,New York,NY,145,1
12308,Hollywood,FL,70,2
12309,Miami,FL,159,2
12310,Miami Beach,FL,450,1
12311,San Diego,CA,298,3
12312,San Francisco,CA,115,8
12313,Seattle,WA,239,4
12314,Los Angeles,CA,130,26
12315,Boston,MA,65,42
12316,Brooklyn,NY,325,1
12317,Hermosa Beach,CA,245,3
12318,New Orleans,LA,180,6
12319,Los Angeles,CA,177,18
12320,Philadelphia,PA,145,24
12321,San Francisco,CA,107,16
12322,Queens,NY,89,4
12323,Seattle,WA,120,18
12324,Washington,DC,189,10
12325,Miami Beach,FL,120,8
12326,Portland,OR,95,31
12327,Portland,OR,235,1
12328,New York,NY,175,4
12329,Las Vegas,NV,125,0
12330,Portland,OR,88,38
12331,Brooklyn,NY,70,25
12332,Chicago,IL,89,16
12333,Boston,MA,350,10
12334,Savannah,GA,110,0
12335,Miami Beach,FL,80,20
12336,San Francisco,CA,550,0
12337,Philadelphia,PA,65,7
12338,New York,NY,115,2
12339,Brooklyn,NY,89,6
12340,Brooklyn,NY,125,24
12341,Atlanta,GA,249,6
12342,New York,NY,150,6
12343,Philadelphia,PA,131,0
12344,Los Angeles,CA,55,4
12345,Portland,OR,55,7
12346,Salt Lake City,UT,95,0
12347,Honolulu,HI,125,6
12348,San Francisco,CA,199,14
12349,Los Angeles,CA,112,1
12350,San Francisco,CA,185,12
12351,San Francisco,CA,159,9
12352,San Francisco,CA,165,16
12353,San Francisco,CA,235,14
12354,San Francisco,CA,155,31
12355,Los Angeles,CA,41,9
12356,Brooklyn,NY,125,10
12357,Seattle,WA,44,47
12358,New York,NY,169,13
12359,Austin,TX,500,0
12360,Brooklyn,NY,65,7
12361,Bronx,NY,120,6
12362,San Diego,CA,325,0
12363,Queens,NY,105,8
12364,San Diego,CA,350,0
12365,San Francisco,CA,78,12
12366,Brooklyn,NY,43,5
12367,New York,NY,155,9
12368,New York,NY,110,2
12369,Brooklyn,NY,160,2
12370,Miami Beach,FL,105,23
12371,New Orleans,LA,345,3
12372,New York,NY,198,6
12373,Portland,OR,52,13
12374,Chicago,IL,345,6
12375,San Francisco,CA,135,29
12376,New York,NY,225,12
12377,Brooklyn,NY,72,14
12378,Taos,NM,95,6
12379,Venice,CA,125,5
12380,New York,NY,150,22
12381,Tampa,FL,200,2
12382,New York,NY,120,1
12383,New Orleans,LA,92,2
12384,New York,NY,189,5
12385,Washington,DC,300,0
12386,New York,NY,51,8
12387,Los Angeles,CA,50,1
12388,San Francisco,CA,200,4
12389,San Francisco,CA,260,0
12390,Seattle,WA,150,1
12391,Philadelphia,PA,80,35
12392,New York,NY,189,30
12393,Baltimore,MD,50,0
12394,San Diego,CA,199,9
12395,Albuquerque,NM,35,0
12396,New York,NY,135,9
12397,San Francisco,CA,124,3
12398,Honolulu,HI,150,4
12399,New York,NY,200,6
12400,Somerville,MA,140,0
12401,Miami Beach,FL,150,5
12402,Boston,MA,100,14
12403,Silver Spring,MD,250,0
12404,Chicago,IL,119,12
12405,Queens,NY,95,17
12406,Raleigh,NC,67,16
12407,Orlando,FL,75,14
12408,Boston,MA,85,36
12409,Los Angeles,CA,39,0
12410,New York,NY,140,2
12411,West Hollywood,CA,179,3
12412,Brooklyn,NY,75,2
12413,Nashville,TN,75,1
12414,Brooklyn,NY,75,3
12415,Miami Beach,FL,56,13
12416,Brooklyn,NY,150,1
12417,Honolulu,HI,159,3
12418,New York,NY,135,10
12419,Austin,TX,179,0
12420,New York,NY,270,2
12421,Sacramento,CA,50,2
12422,New York,NY,250,6
12423,New York,NY,180,1
12424,Baltimore,MD,50,3
12425,Los Angeles,CA,77,0
12426,New York,NY,175,2
12427,New York,NY,290,4
12428,Brooklyn,NY,150,0
12429,Brooklyn,NY,119,6
12430,San Francisco,CA,175,13
12431,Kissimmee,FL,79,8
12432,Charleston,SC,135,24
12433,New York,NY,250,4
12434,New York,NY,300,16
12435,New York,NY,300,0
12436,Madison,WI,90,2
12437,Los Angeles,CA,99,11
12438,New Orleans,LA,125,21
12439,Miami Beach,FL,325,2
12440,New York,NY,135,9
12441,Brooklyn,NY,64,0
12442,Sunny Isles Beach,FL,200,0
12443,Brooklyn,NY,85,39
12444,Miami Beach,FL,1700,0
12445,Washington,DC,159,17
12446,Brooklyn,NY,280,2
12447,Fort Lauderdale,FL,100,0
12448,Portland,OR,65,6
12449,Brooklyn,NY,95,0
12450,Pasadena,CA,115,8
12451,Washington,DC,80,69
12452,Brooklyn,NY,75,4
12453,Sunny Isles Beach,FL,85,4
12454,Miami Beach,FL,110,6
12455,Miami Beach,FL,115,7
12456,Boston,MA,69,13
12457,Salt Lake City,UT,179,0
12458,Miami Beach,FL,150,5
12459,Tucson,AZ,85,2
12460,Los Angeles,CA,159,13
12461,Chicago,IL,40,25
12462,New York,NY,135,19
12463,Boston,MA,100,0
12464,Providence,RI,130,5
12465,Santa Rosa,CA,85,16
12466,Washington,DC,185,12
12467,Brooklyn,NY,135,10
12468,Brooklyn,NY,100,5
12469,Atlanta,GA,79,2
12470,Los Angeles,CA,80,11
12471,San Francisco,CA,146,0
12472,Washington,DC,140,0
12473,Brooklyn,NY,195,13
12474,Brooklyn,NY,120,9
12475,Miami Beach,FL,450,0
12476,San Francisco,CA,175,4
12477,Davenport,CA,155,4
12478,Eugene,OR,100,3
12479,Miami Beach,FL,180,1
12480,San Francisco,CA,70,0
12481,New York,NY,225,2
12482,Laguna Beach,CA,1100,0
12483,Miami Beach,FL,300,1
12484,New York,NY,159,9
12485,Miami Beach,FL,325,2
12486,Seattle,WA,150,12
12487,Laguna Beach,CA,459,0
12488,Miami Beach,FL,1500,0
12489,Las Vegas,NV,90,0
12490,New York,NY,200,4
12491,Austin,TX,70,7
12492,Laguna Beach,CA,504,0
12493,Los Angeles,CA,105,11
12494,New Orleans,LA,350,0
12495,Portland,OR,65,11
12496,Los Angeles,CA,600,0
12497,Miami,FL,170,0
12498,New York,NY,290,0
12499,New York,NY,195,0
12500,Honolulu,HI,74,0
12501,Miami Beach,FL,210,10
12502,Nashville,TN,65,0
12503,New York,NY,169,11
12504,Austin,TX,525,1
12505,Los Angeles,CA,89,1
12506,San Francisco,CA,275,8
12507,Minneapolis,MN,325,0
12508,Chicago,IL,140,4
12509,Los Angeles,CA,85,7
12510,San Francisco,CA,100,0
12511,Brooklyn,NY,95,7
12512,Brooklyn,NY,300,0
12513,Miami Beach,FL,139,5
12514,Brooklyn,NY,170,46
12515,Glendale,CA,147,1
12516,New York,NY,195,35
12517,Brooklyn,NY,150,3
12518,Brooklyn,NY,100,11
12519,Miami Beach,FL,249,0
12520,Brooklyn,NY,145,29
12521,New York,NY,100,3
12522,Brooklyn,NY,200,1
12523,Los Angeles,CA,86,1
12524,Austin,TX,300,0
12525,Hollywood,FL,100,3
12526,Brooklyn,NY,100,14
12527,Santa Monica,CA,130,2
12528,New York,NY,329,0
12529,New York,NY,520,13
12530,New York,NY,329,0
12531,Austin,TX,350,0
12532,New York,NY,329,2
12533,New York,NY,299,0
12534,New York,NY,299,4
12535,Seattle,WA,60,73
12536,Portland,OR,100,67
12537,New York,NY,150,5
12538,Newport Beach,CA,544,0
12539,New Orleans,LA,139,35
12540,New York,NY,250,17
12541,San Francisco,CA,140,6
12542,San Francisco,CA,375,17
12543,Newport Beach,CA,495,0
12544,Chicago,IL,75,2
12545,Brooklyn,NY,74,31
12546,Los Angeles,CA,85,12
12547,Dallas,TX,180,2
12548,Los Angeles,CA,100,0
12549,West Hollywood,CA,300,0
12550,Sausalito,CA,90,12
12551,Somerville,MA,209,3
12552,San Jose,CA,85,32
12553,Nashville,TN,145,8
12554,Chicago,IL,70,49
12555,Los Angeles,CA,325,8
12556,New York,NY,120,4
12557,New York,NY,85,0
12558,San Diego,CA,60,0
12559,Somerville,MA,290,30
12560,Las Vegas,NV,43,37
12561,New York,NY,399,2
12562,New York,NY,219,8
12563,New York,NY,200,1
12564,San Francisco,CA,75,0
12565,Seattle,WA,399,1
12566,Los Angeles,CA,1300,0
12567,Phoenix,AZ,39,20
12568,Carlsbad,CA,90,0
12569,Brooklyn,NY,199,1
12570,Brooklyn,NY,50,0
12571,Boston,MA,65,0
12572,Providence,RI,49,12
12573,San Francisco,CA,65,29
12574,New York,NY,169,11
12575,San Francisco,CA,425,3
12576,Mill Valley,CA,150,0
12577,Paris,RI,127,2
12578,Seattle,WA,85,36
12579,New York,NY,200,3
12580,San Francisco,CA,125,0
12581,New York,NY,119,40
12582,Washington,DC,450,39
12583,Seattle,WA,75,17
12584,Queens,NY,120,5
12585,Minneapolis,MN,15,0
12586,Hollywood,FL,300,2
12587,Austin,TX,150,2
12588,Sunny Isles Beach,FL,210,2
12589,San Jose,CA,300,0
12590,Louisville,CO,75,1
12591,Chicago,IL,45,10
12592,Seattle,WA,58,2
12593,Seattle,WA,52,1
12594,Seattle,WA,54,2
12595,Seattle,WA,83,0
12596,Seattle,WA,97,3
12597,Seattle,WA,39,3
12598,Santa Cruz,CA,140,14
12599,Santa Cruz,CA,125,4
12600,Boston,MA,100,5
12601,Austin,TX,95,4
12602,Queens,NY,80,5
12603,Berkeley,CA,500,0
12604,Boston,MA,110,15
12605,New York,NY,150,6
12606,San Francisco,CA,125,19
12607,San Francisco,CA,100,1
12608,New York,NY,175,4
12609,Brooklyn,NY,190,1
12610,Bronx,NY,135,0
12611,San Francisco,CA,215,6
12612,Glendale,CA,115,3
12613,New York,NY,350,0
12614,Cambridge,MA,99,49
12615,Los Angeles,CA,60,2
12616,Las Vegas,NV,599,0
12617,Brooklyn,NY,175,0
12618,Berkeley,CA,210,1
12619,Orlando,FL,45,11
12620,San Francisco,CA,149,18
12621,Austin,TX,300,1
12622,Miami Beach,FL,450,0
12623,Seattle,WA,85,44
12624,Brooklyn,NY,150,3
12625,San Francisco,CA,195,0
12626,Los Angeles,CA,65,7
12627,San Diego,CA,60,0
12628,Albuquerque,NM,115,2
12629,Albuquerque,NM,90,1
12630,San Francisco,CA,165,5
12631,San Francisco,CA,225,10
12632,Brooklyn,NY,110,11
12633,Miami,FL,64,12
12634,Austin,TX,39,17
12635,San Jose,CA,150,0
12636,Washington,DC,369,13
12637,Seattle,WA,225,8
12638,Santa Cruz,CA,395,2
12639,Santa Monica,CA,96,30
12640,Boulder,CO,250,0
12641,San Francisco,CA,228,1
12642,Chicago,IL,125,24
12643,Seattle,WA,110,2
12644,San Diego,CA,100,17
12645,San Diego,CA,120,30
12646,New York,NY,109,7
12647,New York,NY,105,39
12648,San Diego,CA,149,4
12649,San Francisco,CA,135,23
12650,Los Angeles,CA,179,5
12651,Los Angeles,CA,97,7
12652,Los Angeles,CA,199,23
12653,Savannah,GA,95,58
12654,Santa Rosa,CA,85,21
12655,Manhattan Beach,CA,400,0
12656,New York,NY,130,7
12657,New York,NY,145,2
12658,Brooklyn,NY,350,0
12659,Taos,NM,130,2
12660,New York,NY,275,0
12661,Brookline,MA,175,0
12662,San Francisco,CA,185,8
12663,Brooklyn,NY,250,13
12664,New York,NY,220,8
12665,Los Angeles,CA,47,13
12666,Los Angeles,CA,85,3
12667,Salt Lake City,UT,192,0
12668,Los Angeles,CA,350,1
12669,Seattle,WA,85,37
12670,Washington,DC,150,0
12671,Brooklyn,NY,200,0
12672,Austin,TX,99,2
12673,Los Angeles,CA,88,29
12674,Los Angeles,CA,118,7
12675,Brooklyn,NY,105,2
12676,Charlotte,NC,85,1
12677,Washington,DC,150,0
12678,Washington,DC,180,12
12679,Washington,DC,70,14
12680,Brooklyn,NY,155,11
12681,Boston,MA,50,0
12682,San Francisco,CA,100,0
12683,New York,NY,145,5
12684,New Orleans,LA,175,0
12685,Los Angeles,CA,169,1
12686,Eugene,OR,65,13
12687,Chicago,IL,139,0
12688,Boston,MA,200,0
12689,Fort Lauderdale,FL,55,35
12690,New York,NY,300,1
12691,Brooklyn,NY,109,6
12692,Seattle,WA,115,9
12693,Berkeley,CA,123,2
12694,San Diego,CA,160,1
12695,New York,NY,100,0
12696,Los Angeles,CA,150,3
12697,San Francisco,CA,309,26
12698,Truckee,NV,495,4
12699,Santa Monica,CA,189,13
12700,Brooklyn,NY,75,2
12701,New York,NY,165,3
12702,Brooklyn,NY,68,0
12703,Brooklyn,NY,120,5
12704,Brooklyn,NY,76,7
12705,Berkeley,CA,225,0
12706,Laguna Beach,CA,95,19
12707,Brooklyn,NY,74,28
12708,San Francisco,CA,59,23
12709,New York,NY,80,2
12710,San Francisco,CA,90,14
12711,Los Angeles,CA,55,41
12712,Jersey City,NJ,75,9
12713,New York,NY,115,9
